Name,rate,stock,currentStock,outStock,Date
Risedronate,32,347,347,0,2024-10-12T02:54:34.803972
Raloxifene,34,324,324,0,2024-10-12T02:54:34.803972
Conjugated estrogens,89,136,136,0,2024-10-12T02:54:34.819564
Dapagliflozin,73,164,164,0,2024-10-12T02:54:34.819564
Canagliflozin,12,41,41,0,2024-10-12T02:54:34.819564
Empagliflozin,9,117,117,0,2024-10-12T02:54:34.835173
Metolazone,58,190,190,0,2024-10-12T02:54:34.835173
Glimepiride,25,253,253,0,2024-10-12T02:54:34.850795
Glipizide,59,34,34,0,2024-10-12T02:54:34.850795
Sitagliptin,4,220,220,0,2024-10-12T02:54:34.866419
Linagliptin,99,176,176,0,2024-10-12T02:54:34.866419
Exenatide,35,167,167,0,2024-10-12T02:54:34.882135
Liraglutide,6,123,123,0,2024-10-12T02:54:34.882135
Semaglutide,84,177,177,0,2024-10-12T02:54:34.897674
Insulin lispro,5,203,203,0,2024-10-12T02:54:34.897674
Insulin aspart,93,183,183,0,2024-10-12T02:54:34.913295
Insulin detemir,65,292,292,0,2024-10-12T02:54:34.913295
Insulin degludec,19,320,320,0,2024-10-12T02:54:34.928921
Alogliptin,77,2,2,0,2024-10-12T02:54:34.928921
Pioglitazone,48,410,410,0,2024-10-12T02:54:34.928921
Rosiglitazone,74,139,139,0,2024-10-12T02:54:34.944548
Saxagliptin,87,366,366,0,2024-10-12T02:54:34.944548
Repaglinide,57,411,411,0,2024-10-12T02:54:34.960171
Tolbutamide,80,428,428,0,2024-10-12T02:54:34.960171
Chlorpropamide,98,68,68,0,2024-10-12T02:54:34.975891
Meglitinide,56,384,384,0,2024-10-12T02:54:34.975891
Gliclazide,31,253,253,0,2024-10-12T02:54:34.991424
Troglitazone,35,137,137,0,2024-10-12T02:54:34.991424
Pramlintide,20,7,7,0,2024-10-12T02:54:35.007047
Bismuth subsalicylate,72,98,98,0,2024-10-12T02:54:35.007047
Sodium phosphate,64,20,20,0,2024-10-12T02:54:35.022673
Lactulose,59,217,217,0,2024-10-12T02:54:35.022673
Docusate sodium,51,202,202,0,2024-10-12T02:54:35.022673
Polyethylene glycol,49,479,479,0,2024-10-12T02:54:35.038299
Bisacodyl,17,202,202,0,2024-10-12T02:54:35.038299
Senna,84,460,460,0,2024-10-12T02:54:35.053922
Metoclopramide,43,404,404,0,2024-10-12T02:54:35.053922
Famotidine,12,2,2,0,2024-10-12T02:54:35.072684
Cimetidine,32,239,239,0,2024-10-12T02:54:35.072684
Doxylamine,65,295,295,0,2024-10-12T02:54:35.085204
Diphenhydramine,90,57,57,0,2024-10-12T02:54:35.096145
Hydroxyzine,98,212,212,0,2024-10-12T02:54:35.101225
Loperamide,14,26,26,0,2024-10-12T02:54:35.101225
Imodium,72,372,372,0,2024-10-12T02:54:35.116881
Nexium,79,442,442,0,2024-10-12T02:54:35.116881
Pantoprazole,51,38,38,0,2024-10-12T02:54:35.132631
Rabeprazole,42,424,424,0,2024-10-12T02:54:35.132631
Tamsulosin,76,139,139,0,2024-10-12T02:54:35.148107
Finasteride,63,286,286,0,2024-10-12T02:54:35.148107
Dutasteride,72,115,115,0,2024-10-12T02:54:35.148107
Sildenfil,82,37,37,0,2024-10-12T02:54:35.163732
Vardenafil,98,91,91,0,2024-10-12T02:54:35.163732
Valsartan,90,301,301,0,2024-10-12T02:54:35.179446
Irbesartan,18,198,198,0,2024-10-12T02:54:35.179446
Candesartan,12,116,116,0,2024-10-12T02:54:35.196519
Telmisartan,44,486,486,0,2024-10-12T02:54:35.204726
Nimodipine,28,71,71,0,2024-10-12T02:54:35.210744
Felodipine,34,332,332,0,2024-10-12T02:54:35.210744
Amlodipine,16,306,306,0,2024-10-12T02:54:35.210744
Diltiazem,42,377,377,0,2024-10-12T02:54:35.226377
Nifedipine,53,451,451,0,2024-10-12T02:54:35.226377
Verapamil,61,300,300,0,2024-10-12T02:54:35.242011
Trandolapril,88,259,259,0,2024-10-12T02:54:35.242011
Perindopril,97,364,364,0,2024-10-12T02:54:35.257741
Ramipril,7,121,121,0,2024-10-12T02:54:35.257741
Benazepril,14,38,38,0,2024-10-12T02:54:35.273272
Eplerenone,64,130,130,0,2024-10-12T02:54:35.273272
Spironolactone,34,20,20,0,2024-10-12T02:54:35.273272
Amiodarone,64,153,153,0,2024-10-12T02:54:35.288876
Digoxin,75,50,50,0,2024-10-12T02:54:35.288876
Disopyramide,81,426,426,0,2024-10-12T02:54:35.304504
Dronedarone,96,360,360,0,2024-10-12T02:54:35.304504
Isosorbide dinitrate,67,403,403,0,2024-10-12T02:54:35.320196
Nitroglycerin,52,414,414,0,2024-10-12T02:54:35.320196
Amyl nitrite,74,266,266,0,2024-10-12T02:54:35.335753
Candesartan,100,59,59,0,2024-10-12T02:54:35.335753
Atorvastatin,87,475,475,0,2024-10-12T02:54:35.335753
Rosuvastatin,15,130,130,0,2024-10-12T02:54:35.351425
Simvastatin,37,463,463,0,2024-10-12T02:54:35.351425
Lovastatin,1,95,95,0,2024-10-12T02:54:35.367144
Pravastatin,40,62,62,0,2024-10-12T02:54:35.367144
Fluvastatin,86,257,257,0,2024-10-12T02:54:35.367144
Ezetimibe,53,363,363,0,2024-10-12T02:54:35.382712
Cholestyramine,89,180,180,0,2024-10-12T02:54:35.382712
Colesevelam,62,191,191,0,2024-10-12T02:54:35.398340
Colestipol,89,68,68,0,2024-10-12T02:54:35.398340
Niacin,67,167,167,0,2024-10-12T02:54:35.398340
Omega-3 fatty acids,83,19,19,0,2024-10-12T02:54:35.413980
Fenofibrate,95,47,47,0,2024-10-12T02:54:35.413980
Omega-3 acid ethyl esters,71,18,18,0,2024-10-12T02:54:35.429502
Propranolol,13,16,16,0,2024-10-12T02:54:35.429502
Atenolol,29,276,276,0,2024-10-12T02:54:35.445145
Metoprolol,98,490,490,0,2024-10-12T02:54:35.445145
Bisoprolol,21,458,458,0,2024-10-12T02:54:35.460753
Carvedilol,32,125,125,0,2024-10-12T02:54:35.460753
Sotalol,11,263,263,0,2024-10-12T02:54:35.460753
Nadolol,34,229,229,0,2024-10-12T02:54:35.476380
Timolol,18,200,200,0,2024-10-12T02:54:35.476380
Doxazosin,89,13,13,0,2024-10-12T02:54:35.492108
Terazosin,99,170,170,0,2024-10-12T02:54:35.492108
Prazosin,47,198,198,0,2024-10-12T02:54:35.492108
Atenolol,13,264,264,0,2024-10-12T02:54:35.507628
Amlodipine,26,469,469,0,2024-10-12T02:54:35.507628
Diltiazem,79,163,163,0,2024-10-12T02:54:35.523336
Nifedipine,86,392,392,0,2024-10-12T02:54:35.523336
Verapamil,97,69,69,0,2024-10-12T02:54:35.523336
Felodipine,30,163,163,0,2024-10-12T02:54:35.538876
Sildenafil,92,167,167,0,2024-10-12T02:54:35.538876
Tadalafil,46,52,52,0,2024-10-12T02:54:35.554582
Vardenafil,74,320,320,0,2024-10-12T02:54:35.554582
Finasteride,12,104,104,0,2024-10-12T02:54:35.554582
Dutasteride,43,304,304,0,2024-10-12T02:54:35.570128
Efinaconazole,42,85,85,0,2024-10-12T02:54:35.570128
Fluconazole,79,414,414,0,2024-10-12T02:54:35.585754
Ketoconazole,26,469,469,0,2024-10-12T02:54:35.585754
Miconazole,81,367,367,0,2024-10-12T02:54:35.585754
Voriconazole,11,476,476,0,2024-10-12T02:54:35.601378
Caspofungin,95,443,443,0,2024-10-12T02:54:35.601378
Anidulafungin,68,358,358,0,2024-10-12T02:54:35.601378
Micafungin,65,196,196,0,2024-10-12T02:54:35.617003
Nystatin,75,2,2,0,2024-10-12T02:54:35.617003
Amphotericin B,17,451,451,0,2024-10-12T02:54:35.632630
Terbinafine,86,258,258,0,2024-10-12T02:54:35.632630
Itraconazole,30,101,101,0,2024-10-12T02:54:35.632630
Posaconazole,11,445,445,0,2024-10-12T02:54:35.648293
Clotrimazole,32,38,38,0,2024-10-12T02:54:35.648293
Boric acid,73,259,259,0,2024-10-12T02:54:35.648293
Fluorouracil,36,424,424,0,2024-10-12T02:54:35.664727
Doxorubicin,100,451,451,0,2024-10-12T02:54:35.664727
Cisplatin,45,394,394,0,2024-10-12T02:54:35.679821
Carboplatin,98,221,221,0,2024-10-12T02:54:35.679821
Methotrexate,23,246,246,0,2024-10-12T02:54:35.695453
Vincristine,20,107,107,0,2024-10-12T02:54:35.695453
Paclitaxel,23,94,94,0,2024-10-12T02:54:35.695453
Docetaxel,16,265,265,0,2024-10-12T02:54:35.711079
Etoposide,74,347,347,0,2024-10-12T02:54:35.711079
Tamoxifen,24,106,106,0,2024-10-12T02:54:35.726786
Letrozole,51,438,438,0,2024-10-12T02:54:35.726786
Anastrozole,30,155,155,0,2024-10-12T02:54:35.726786
Trastuzumab,56,234,234,0,2024-10-12T02:54:35.742328
Rituximab,91,320,320,0,2024-10-12T02:54:35.742328
Bevacizumab,86,292,292,0,2024-10-12T02:54:35.758036
Nivolumab,50,284,284,0,2024-10-12T02:54:35.758036
Pembrolizumab,100,253,253,0,2024-10-12T02:54:35.773580
Atezolizumab,96,235,235,0,2024-10-12T02:54:35.773580
Ipilimumab,3,12,12,0,2024-10-12T02:54:35.773580
Tositumomab,59,318,318,0,2024-10-12T02:54:35.789422
Alemtuzumab,50,478,478,0,2024-10-12T02:54:35.789422
Elotuzumab,80,244,244,0,2024-10-12T02:54:35.789422
Brentuximab vedotin,97,53,53,0,2024-10-12T02:54:35.805086
Carfilzomib,99,195,195,0,2024-10-12T02:54:35.805086
Bortezomib,85,339,339,0,2024-10-12T02:54:35.820705
Thalidomide,30,490,490,0,2024-10-12T02:54:35.820705
Lenalidomide,12,313,313,0,2024-10-12T02:54:35.851941
Pomalidomide,74,356,356,0,2024-10-12T02:54:35.851941
Acalabrutinib,27,458,458,0,2024-10-12T02:54:35.851941
Ibrutinib,55,109,109,0,2024-10-12T02:54:35.867565
Idelalisib,9,423,423,0,2024-10-12T02:54:35.867565
Venetoclax,11,247,247,0,2024-10-12T02:54:35.883190
Dasatinib,17,424,424,0,2024-10-12T02:54:35.883190
Imatinib,46,173,173,0,2024-10-12T02:54:35.883190
Nilotinib,19,450,450,0,2024-10-12T02:54:35.898817
Bosutinib,40,121,121,0,2024-10-12T02:54:35.898817
Tafasitamab,69,156,156,0,2024-10-12T02:54:35.914441
Zanubrutinib,21,53,53,0,2024-10-12T02:54:35.914441
Ofatumumab,96,399,399,0,2024-10-12T02:54:35.930071
Obinutuzumab,17,2,2,0,2024-10-12T02:54:35.930071
Ruxolitinib,75,102,102,0,2024-10-12T02:54:35.945698
Fedratinib,40,199,199,0,2024-10-12T02:54:35.949095
Clofarabine,79,120,120,0,2024-10-12T02:54:35.949095
Nelarabine,35,51,51,0,2024-10-12T02:54:35.961605
Etoposide,76,220,220,0,2024-10-12T02:54:35.961605
Fludarabine,44,194,194,0,2024-10-12T02:54:35.977239
Deferasirox,23,170,170,0,2024-10-12T02:54:35.977239
Deferoxamine,85,37,37,0,2024-10-12T02:54:35.977239
Iron sucrose,85,330,330,0,2024-10-12T02:54:35.992924
Ferrous gluconate,19,500,500,0,2024-10-12T02:54:35.992924
Rho(D) immune globulin,21,225,225,0,2024-10-12T02:54:35.992924
Anti-D immunoglobulin,32,162,162,0,2024-10-12T02:54:36.008491
Immunoglobulin,16,106,106,0,2024-10-12T02:54:36.008491
Rituximab,53,299,299,0,2024-10-12T02:54:36.024115
Adalimumab,33,100,100,0,2024-10-12T02:54:36.024115
Infliximab,35,91,91,0,2024-10-12T02:54:36.024115
Certolizumab pegol,100,33,33,0,2024-10-12T02:54:36.039744
Golimumab,29,433,433,0,2024-10-12T02:54:36.039744
Abatacept,51,90,90,0,2024-10-12T02:54:36.056678
Tocilizumab,34,37,37,0,2024-10-12T02:54:36.056678
Sarilumab,21,106,106,0,2024-10-12T02:54:36.056678
Dupilumab,24,481,481,0,2024-10-12T02:54:36.071201
Eculizumab,90,276,276,0,2024-10-12T02:54:36.071201
Belimumab,91,51,51,0,2024-10-12T02:54:36.086835
Natalizumab,77,342,342,0,2024-10-12T02:54:36.086835
Ocrelizumab,22,161,161,0,2024-10-12T02:54:36.086835
Alemtuzumab,66,326,326,0,2024-10-12T02:54:36.102469
Bortezomib,55,368,368,0,2024-10-12T02:54:36.118167
Carfilzomib,69,394,394,0,2024-10-12T02:54:36.118167
Ixazomib,42,57,57,0,2024-10-12T02:54:36.118167
Elotuzumab,31,431,431,0,2024-10-12T02:54:36.133782
Daratumumab,18,418,418,0,2024-10-12T02:54:36.133782
Tisagenlecleucel,25,158,158,0,2024-10-12T02:54:36.149420
Axicabtagene ciloleucel,75,26,26,0,2024-10-12T02:54:36.149420
Luspatercept,95,410,410,0,2024-10-12T02:54:36.149420
Gilteritinib,66,495,495,0,2024-10-12T02:54:36.164961
Crizotinib,27,487,487,0,2024-10-12T02:54:36.164961
Alectinib,65,205,205,0,2024-10-12T02:54:36.180677
Brigatinib,91,46,46,0,2024-10-12T02:54:36.180677
Lorlatinib,65,471,471,0,2024-10-12T02:54:36.180677
Entrectinib,20,180,180,0,2024-10-12T02:54:36.196266
Trametinib,18,218,218,0,2024-10-12T02:54:36.196266
Dabrafenib,54,180,180,0,2024-10-12T02:54:36.211846
Vemurafenib,90,387,387,0,2024-10-12T02:54:36.211846
Cobimetinib,79,459,459,0,2024-10-12T02:54:36.211846
Selumetinib,46,492,492,0,2024-10-12T02:54:36.227549
Pazopanib,47,396,396,0,2024-10-12T02:54:36.227549
Sunitinib,86,266,266,0,2024-10-12T02:54:36.227549
Sorafenib,48,171,171,0,2024-10-12T02:54:36.243098
Axitinib,8,476,476,0,2024-10-12T02:54:36.243098
Regorafenib,50,325,325,0,2024-10-12T02:54:36.258793
Lenvatinib,96,267,267,0,2024-10-12T02:54:36.258793
Atezolizumab,84,116,116,0,2024-10-12T02:54:36.258793
Durvalumab,88,238,238,0,2024-10-12T02:54:36.274427
Nivolumab,93,357,357,0,2024-10-12T02:54:36.274427
Pembrolizumab,83,3,3,0,2024-10-12T02:54:36.274427
Ipilimumab,97,17,17,0,2024-10-12T02:54:36.289960
Mefloquine,90,265,265,0,2024-10-12T02:54:36.289960
Atovaquone/Proguanil,93,342,342,0,2024-10-12T02:54:36.305610
Chloroquine,57,70,70,0,2024-10-12T02:54:36.305610
Quinine,81,105,105,0,2024-10-12T02:54:36.305610
Artemether/Lumefantrine,43,44,44,0,2024-10-12T02:54:36.321295
Doxycycline,95,264,264,0,2024-10-12T02:54:36.321295
Primaquine,13,349,349,0,2024-10-12T02:54:36.336835
Malarone,74,485,485,0,2024-10-12T02:54:36.336835
Hydroxychloroquine,59,54,54,0,2024-10-12T02:54:36.336835
Amanita muscaria,34,25,25,0,2024-10-12T02:54:36.352461
Dexamethasone,55,197,197,0,2024-10-12T02:54:36.352461
Griseofulvin,52,50,50,0,2024-10-12T02:54:36.352461
Fluconazole,74,271,271,0,2024-10-12T02:54:36.368086
Voriconazole,16,61,61,0,2024-10-12T02:54:36.368086
Liposomal amphotericin B,75,246,246,0,2024-10-12T02:54:36.383724
Caspofungin,54,449,449,0,2024-10-12T02:54:36.383724
Micafungin,28,375,375,0,2024-10-12T02:54:36.383724
Anidulafungin,58,15,15,0,2024-10-12T02:54:36.399424
Nystatin,5,280,280,0,2024-10-12T02:54:36.399424
Terbinafine,100,372,372,0,2024-10-12T02:54:36.415051
Zidovudine,50,351,351,0,2024-10-12T02:54:36.415051
Didanosine,46,359,359,0,2024-10-12T02:54:36.415051
Stavudine,52,329,329,0,2024-10-12T02:54:36.430673
Zalcitabine,15,123,123,0,2024-10-12T02:54:36.430673
Lopinavir/ritonavir,29,101,101,0,2024-10-12T02:54:36.446242
Efavirenz,51,297,297,0,2024-10-12T02:54:36.446242
Nevirapine,18,42,42,0,2024-10-12T02:54:36.446242
Saquinavir,58,153,153,0,2024-10-12T02:54:36.461836
Indinavir,96,158,158,0,2024-10-12T02:54:36.461836
Nelfinavir,48,122,122,0,2024-10-12T02:54:36.461836
Tipranavir,62,168,168,0,2024-10-12T02:54:36.477462
Fosamprenavir,9,19,19,0,2024-10-12T02:54:36.477462
Rilpivirine,91,47,47,0,2024-10-12T02:54:36.493176
Elvitegravir,89,245,245,0,2024-10-12T02:54:36.493176
Dolutegravir,98,248,248,0,2024-10-12T02:54:36.493176
Bictegravir,71,457,457,0,2024-10-12T02:54:36.508728
Maraviroc,66,272,272,0,2024-10-12T02:54:36.508728
Enfuvirtide,80,354,354,0,2024-10-12T02:54:36.524463
Cobicistat,86,85,85,0,2024-10-12T02:54:36.524463
Tenofovir,3,77,77,0,2024-10-12T02:54:36.524463
Adefovir,38,444,444,0,2024-10-12T02:54:36.540068
Emtricitabine,67,386,386,0,2024-10-12T02:54:36.540068
Lamivudine,44,106,106,0,2024-10-12T02:54:36.555589
Abacavir,94,345,345,0,2024-10-12T02:54:36.555589
Truvada,20,436,436,0,2024-10-12T02:54:36.572490
Descovy,77,164,164,0,2024-10-12T02:54:36.572490
HIV-1 protease inhibitors,21,38,38,0,2024-10-12T02:54:36.572490
NRTIs,60,171,171,0,2024-10-12T02:54:36.587522
NNRTIs,49,366,366,0,2024-10-12T02:54:36.587522
Integrase inhibitors,6,53,53,0,2024-10-12T02:54:36.603157
Entry inhibitors,46,71,71,0,2024-10-12T02:54:36.603157
Fusion inhibitors,25,246,246,0,2024-10-12T02:54:36.603157
HCV direct-acting antiviral agents,70,485,485,0,2024-10-12T02:54:36.618781
Simeprevir,61,4,4,0,2024-10-12T02:54:36.618781
Sofosbuvir,15,63,63,0,2024-10-12T02:54:36.634519
Ledipasvir,77,188,188,0,2024-10-12T02:54:36.634519
Velpatasvir,77,288,288,0,2024-10-12T02:54:36.634519
Glecaprevir,17,272,272,0,2024-10-12T02:54:36.650117
Pibrentasvir,23,451,451,0,2024-10-12T02:54:36.650117
Ribavirin,11,490,490,0,2024-10-12T02:54:36.665657
Interferon alpha,54,89,89,0,2024-10-12T02:54:36.665657
Peginterferon,7,452,452,0,2024-10-12T02:54:36.665657
Fingolimod,12,4,4,0,2024-10-12T02:54:36.681290
Dimethyl fumarate,84,53,53,0,2024-10-12T02:54:36.681290
Teriflunomide,19,216,216,0,2024-10-12T02:54:36.696910
Natalizumab,53,322,322,0,2024-10-12T02:54:36.696910
Ocrelizumab,42,417,417,0,2024-10-12T02:54:36.696910
Alemtuzumab,88,366,366,0,2024-10-12T02:54:36.712533
Rituximab,30,463,463,0,2024-10-12T02:54:36.712533
Mitoxantrone,25,263,263,0,2024-10-12T02:54:36.728157
Dalfampridine,88,435,435,0,2024-10-12T02:54:36.728157
Cladribine,21,378,378,0,2024-10-12T02:54:36.728157
OnabotulinumtoxinA,34,132,132,0,2024-10-12T02:54:36.744633
Baclofen,44,213,213,0,2024-10-12T02:54:36.744633
Gabapentin,81,407,407,0,2024-10-12T02:54:36.759639
Pregabalin,99,237,237,0,2024-10-12T02:54:36.759639
Carbamazepine,18,77,77,0,2024-10-12T02:54:36.775272
Phenytoin,52,52,52,0,2024-10-12T02:54:36.775272
Divalproex sodium,9,15,15,0,2024-10-12T02:54:36.775272
Lamotrigine,73,113,113,0,2024-10-12T02:54:36.790989
Topiramate,93,20,20,0,2024-10-12T02:54:36.790989
Zonisamide,82,76,76,0,2024-10-12T02:54:36.806524
Levetiracetam,74,200,200,0,2024-10-12T02:54:36.806524
Lacosamide,50,385,385,0,2024-10-12T02:54:36.806524
Rufinamide,78,324,324,0,2024-10-12T02:54:36.822259
Eslicarbazepine,77,168,168,0,2024-10-12T02:54:36.822259
Perampanel,32,268,268,0,2024-10-12T02:54:36.822259
Valproate,7,61,61,0,2024-10-12T02:54:36.837814
Ethosuximide,54,127,127,0,2024-10-12T02:54:36.837814
Cannabidiol,18,145,145,0,2024-10-12T02:54:36.853488
Benzodiazepines,87,17,17,0,2024-10-12T02:54:36.869153
Clonazepam,94,90,90,0,2024-10-12T02:54:36.869153
Diazepam,32,358,358,0,2024-10-12T02:54:36.884743
Lorazepam,83,430,430,0,2024-10-12T02:54:36.884743
Alprazolam,98,159,159,0,2024-10-12T02:54:36.884743
Clobazam,20,322,322,0,2024-10-12T02:54:36.900358
Chlordiazepoxide,96,86,86,0,2024-10-12T02:54:36.900358
Flurazepam,7,65,65,0,2024-10-12T02:54:36.915899
Temazepam,13,55,55,0,2024-10-12T02:54:36.915899
Midazolam,13,259,259,0,2024-10-12T02:54:36.915899
Oxazepam,65,241,241,0,2024-10-12T02:54:36.931526
Triazolam,34,420,420,0,2024-10-12T02:54:36.931526
Buspirone,88,425,425,0,2024-10-12T02:54:36.947185
Doxepin,15,83,83,0,2024-10-12T02:54:36.947185
Amitriptyline,35,436,436,0,2024-10-12T02:54:36.947185
Nortriptyline,34,212,212,0,2024-10-12T02:54:36.962774
Desipramine,3,440,440,0,2024-10-12T02:54:36.962774
Imipramine,59,242,242,0,2024-10-12T02:54:36.978402
Clomipramine,95,276,276,0,2024-10-12T02:54:36.978402
Trimipramine,19,396,396,0,2024-10-12T02:54:36.978402
Mirtazapine,38,262,262,0,2024-10-12T02:54:36.994027
Trazodone,78,488,488,0,2024-10-12T02:54:36.994027
Duloxetine,26,373,373,0,2024-10-12T02:54:37.009648
Venlafaxine,41,196,196,0,2024-10-12T02:54:37.009648
Fluoxetine,74,310,310,0,2024-10-12T02:54:37.009648
Citalopram,88,309,309,0,2024-10-12T02:54:37.025381
Escitalopram,91,425,425,0,2024-10-12T02:54:37.025381
Paroxetine,91,45,45,0,2024-10-12T02:54:37.040897
Sertraline,82,280,280,0,2024-10-12T02:54:37.040897
Bupropion,38,45,45,0,2024-10-12T02:54:37.040897
St. John's wort,5,58,58,0,2024-10-12T02:54:37.056523
L-tryptophan,14,117,117,0,2024-10-12T02:54:37.056523
S-adenosylmethionine,94,113,113,0,2024-10-12T02:54:37.072197
Omega-3 fatty acids,95,110,110,0,2024-10-12T02:54:37.072197
5-HTP,28,437,437,0,2024-10-12T02:54:37.072197
L-methylfolate,35,220,220,0,2024-10-12T02:54:37.087772
Lithium,22,227,227,0,2024-10-12T02:54:37.103558
Aripiprazole,32,337,337,0,2024-10-12T02:54:37.119023
Quetiapine,80,291,291,0,2024-10-12T02:54:37.119023
Olanzapine,92,152,152,0,2024-10-12T02:54:37.119023
Risperidone,8,30,30,0,2024-10-12T02:54:37.134668
Ziprasidone,5,318,318,0,2024-10-12T02:54:37.134668
Clozapine,58,418,418,0,2024-10-12T02:54:37.150279
Paliperidone,85,409,409,0,2024-10-12T02:54:37.150279
Brexpiprazole,66,32,32,0,2024-10-12T02:54:37.150279
Cariprazine,16,264,264,0,2024-10-12T02:54:37.169299
Lurasidone,38,359,359,0,2024-10-12T02:54:37.169299
Asenapine,20,348,348,0,2024-10-12T02:54:37.181700
Chlorpromazine,47,166,166,0,2024-10-12T02:54:37.181700
Thioridazine,95,275,275,0,2024-10-12T02:54:37.197356
Haloperidol,14,380,380,0,2024-10-12T02:54:37.197356
Fluphenazine,29,115,115,0,2024-10-12T02:54:37.197356
Perphenazine,87,422,422,0,2024-10-12T02:54:37.212992
Trifluoperazine,16,130,130,0,2024-10-12T02:54:37.212992
Molindone,30,215,215,0,2024-10-12T02:54:37.212992
Loxapine,48,171,171,0,2024-10-12T02:54:37.228585
Prochlorperazine,64,472,472,0,2024-10-12T02:54:37.228585
Thiothixene,35,382,382,0,2024-10-12T02:54:37.244210
Pimozide,31,205,205,0,2024-10-12T02:54:37.244210
Olanzapine/Fluoxetine,71,137,137,0,2024-10-12T02:54:37.244210
Ziprasidone,52,124,124,0,2024-10-12T02:54:37.259851
Naltrexone,42,206,206,0,2024-10-12T02:54:37.259851
Naloxone,19,492,492,0,2024-10-12T02:54:37.259851
Methadone,91,458,458,0,2024-10-12T02:54:37.275492
Buprenorphine,85,408,408,0,2024-10-12T02:54:37.275492
Suboxone,63,114,114,0,2024-10-12T02:54:37.291084
Varenicline,47,264,264,0,2024-10-12T02:54:37.480385
Acamprosate,60,331,331,0,2024-10-12T02:54:37.480385
Disulfiram,85,9,9,0,2024-10-12T02:54:37.495023
Topiramate,7,425,425,0,2024-10-12T02:54:37.495023
Gabapentin,99,188,188,0,2024-10-12T02:54:37.510656
Pregabalin,40,259,259,0,2024-10-12T02:54:37.510656
Lofexidine,100,386,386,0,2024-10-12T02:54:37.526282
Clonidine,79,144,144,0,2024-10-12T02:54:37.526282
Dexmedetomidine,20,72,72,0,2024-10-12T02:54:37.541905
Nitrous oxide,90,208,208,0,2024-10-12T02:54:37.541905
Ketamine,18,435,435,0,2024-10-12T02:54:37.557550
Propofol,45,481,481,0,2024-10-12T02:54:37.557550
Thiopental,98,198,198,0,2024-10-12T02:54:37.557550
Etomidate,24,392,392,0,2024-10-12T02:54:37.573159
Dexmedetomidine,58,256,256,0,2024-10-12T02:54:37.580468
Fentanyl,76,290,290,0,2024-10-12T02:54:37.588978
Sufentanil,48,297,297,0,2024-10-12T02:54:37.588978
Remifentanil,32,176,176,0,2024-10-12T02:54:37.588978
Morphine,95,167,167,0,2024-10-12T02:54:37.604612
Hydromorphone,63,450,450,0,2024-10-12T02:54:37.604612
Oxycodone,16,104,104,0,2024-10-12T02:54:37.620304
Hydrocodone,5,442,442,0,2024-10-12T02:54:37.620304
Methadone,100,389,389,0,2024-10-12T02:54:37.620304
Tramadol,57,310,310,0,2024-10-12T02:54:37.635860
Codeine,17,156,156,0,2024-10-12T02:54:37.635860
Meperidine,49,188,188,0,2024-10-12T02:54:37.651494
Tapentadol,71,346,346,0,2024-10-12T02:54:37.651494
Buprenorphine,82,405,405,0,2024-10-12T02:54:37.651494
Loperamide,43,239,239,0,2024-10-12T02:54:37.667214
Diphenoxylate/Atropine,38,182,182,0,2024-10-12T02:54:37.667214
Dextromethorphan,36,484,484,0,2024-10-12T02:54:37.667214
Baclofen,78,226,226,0,2024-10-12T02:54:37.682741
Zolpidem,94,445,445,0,2024-10-12T02:54:37.682741
Eszopiclone,77,419,419,0,2024-10-12T02:54:37.698457
Suvorexant,43,28,28,0,2024-10-12T02:54:37.698457
Ramelteon,13,384,384,0,2024-10-12T02:54:37.698457
Melatonin,65,85,85,0,2024-10-12T02:54:37.713988
Valerian root,59,127,127,0,2024-10-12T02:54:37.713988
Chamomile,21,155,155,0,2024-10-12T02:54:37.729614
Passionflower,16,50,50,0,2024-10-12T02:54:37.729614
Lavender,100,159,159,0,2024-10-12T02:54:37.729614
St. John's wort,62,21,21,0,2024-10-12T02:54:37.745254
Kava kava,2,25,25,0,2024-10-12T02:54:37.745254
Ginkgo biloba,61,390,390,0,2024-10-12T02:54:37.745254
5-HTP,55,88,88,0,2024-10-12T02:54:37.760861
L-tryptophan,32,462,462,0,2024-10-12T02:54:37.760861
Taurine,80,186,186,0,2024-10-12T02:54:37.776571
Magnesium,51,477,477,0,2024-10-12T02:54:37.778953
Omega-3 fatty acids,19,406,406,0,2024-10-12T02:54:37.778953
Coenzyme Q10,46,316,316,0,2024-10-12T02:54:37.792465
Resveratrol,83,344,344,0,2024-10-12T02:54:37.792465
Curcumin,46,334,334,0,2024-10-12T02:54:37.808190
Glutathione,52,27,27,0,2024-10-12T02:54:37.808190
N-acetylcysteine,82,37,37,0,2024-10-12T02:54:37.808190
Vitamin D,4,258,258,0,2024-10-12T02:54:37.823810
Vitamin B12,21,225,225,0,2024-10-12T02:54:37.823810
Folic acid,78,475,475,0,2024-10-12T02:54:37.823810
Zinc,84,411,411,0,2024-10-12T02:54:37.839350
Selenium,27,118,118,0,2024-10-12T02:54:37.839350
Iron,91,125,125,0,2024-10-12T02:54:37.854979
Calcium,44,79,79,0,2024-10-12T02:54:37.854979
Potassium,96,269,269,0,2024-10-12T02:54:37.854979
Sodium,26,359,359,0,2024-10-12T02:54:37.870603
Chloride,87,442,442,0,2024-10-12T02:54:37.870603
Magnesium,2,487,487,0,2024-10-12T02:54:37.870603
